Selling Price,Brand,Model,Trim / Edition,Year of Manufacture,Condition,Transmission,Body type,Fuel type,Engine capacity,Mileage
630000.0,Nissan,Dutsun,B310 Dutsan,1986,Used,Manual,Saloon,Petrol,1200.0,327600.0
11890000.0,Micro,Rexton,,2015,Used,Automatic,SUV / 4x4,Diesel,1998.0,140000.0
7700000.0,Toyota,Vitz,2015,2015,Used,Automatic,Hatchback,Petrol,990.0,106316.0
5650000.0,Mazda,Flair,,2015,Used,Automatic,,Hybrid,660.0,180000.0
5800000.0,Suzuki,Swift,2008,2008,Used,Automatic,Hatchback,Petrol,1300.0,144000.0
7990000.0,Nissan,Magnite,Acenta ,2025,Used,Tiptronic,Hatchback,Petrol,1000.0,900.0
54500000.0,Toyota,Vellfire,Z Premier Modelista,2024,Used,Automatic,Station wagon,Hybrid,2500.0,1600.0
8200000.0,Honda,Vezel,,2014,Used,Automatic,SUV / 4x4,Hybrid,1500.0,140000.0
5725000.0,Suzuki,Celerio,ZXI,2017,Used,Automatic,Hatchback,Petrol,900.0,78000.0
5750000.0,Kia,Sportage,,2007,Used,Automatic,Hatchback,Diesel,1979.0,160999.0
3975000.0,Suzuki,Liana,2006,2006,Used,Automatic,Saloon,Petrol,1500.0,182500.0
25500000.0,Toyota,Corolla,Cross Z Highest ,2024,Used,Automatic,Station wagon,Hybrid,1800.0,4000.0
5650000.0,Suzuki,Celerio,X,2018,Used,Automatic,Hatchback,Petrol,1000.0,48000.0
11300000.0,Toyota,Premio,,2013,Used,Automatic,Saloon,Petrol,1500.0,154000.0
4950000.0,Toyota,Vitz,,2005,Used,Automatic,Hatchback,Petrol,1000.0,145000.0
7995000.0,Honda,Fit,GP5 L Grade ,2015,Used,Automatic,Hatchback,Hybrid,1500.0,95000.0
13250000.0,Honda,Civic,"Techpack 18,000km",2019,Used,Automatic,Saloon,Petrol,1000.0,18000.0
18500000.0,Mercedes Benz,CLA 200,,2013,Used,Automatic,Saloon,Petrol,1600.0,92000.0
3490000.0,Suzuki,Maruti,WagonR,2007,Used,Manual,Hatchback,Petrol,1100.0,136000.0
16750000.0,Mazda,3,Sedan,2019,Used,Automatic,Saloon,Petrol,1500.0,59000.0
6650000.0,Toyota,Prius,2009,2009,Used,Automatic,Saloon,Petrol,1500.0,200000.0
14295000.0,Toyota,CHR,NGX10 ,2020,Used,Automatic,SUV / 4x4,Petrol,1200.0,51000.0
27500000.0,Audi,Q7,Quattro 40 TFSI,2017,Used,Automatic,SUV / 4x4,Petrol,2000.0,133000.0
2975000.0,Peugeot,Other Model,203,1953,Used,Manual,Hatchback,Petrol,1300.0,196000.0
56500000.0,Toyota,Land Cruiser Prado,TRJ250 VX,2024,Used,Automatic,SUV / 4x4,Petrol,2690.0,6000.0
23500000.0,Nissan,Serena,C28 - E Power,2025,Used,Automatic,MPV,Other fuel type,1400.0,1500.0
7500000.0,Mitsubishi,Lancer,CS1,2007,Used,Manual,Saloon,Petrol,1300.0,140000.0
14500000.0,Toyota,Land Cruiser Prado,Land Cruiser LJ 79,1991,Used,Manual,SUV / 4x4,Diesel,3000.0,280000.0
16900000.0,BMW,523i,BMW 523i F10 M5,2011,Used,Automatic,Saloon,Petrol,3000.0,80000.0
6400000.0,Toyota,Belta,,2008,Used,Automatic,Saloon,Petrol,1300.0,217000.0
2999000.0,Toyota,Soluna,Japan,2000,Used,Automatic,Saloon,Petrol,1490.0,169000.0
5495000.0,Suzuki,Swift,Beetle ,2011,Used,Automatic,Hatchback,Petrol,1240.0,15600.0
7600000.0,Toyota,Vitz,,2015,Used,Automatic,Hatchback,Petrol,1000.0,54844.0
2875000.0,Suzuki,Alto,kJ,2010,Used,Manual,Hatchback,Petrol,800.0,125000.0
7075000.0,Toyota,Axio,Axio G Grade,2006,Used,Automatic,Saloon,Petrol,1500.0,250000.0
8500000.0,Mitsubishi,Pajero,,1987,Used,Manual,,Diesel,2500.0,317690.0
12000000.0,Honda,Other Model,BRV,2017,Used,Automatic,,Petrol,1497.0,84000.0
2100000.0,Nissan,Sunny,,1989,Used,Manual,,Petrol,1270.0,110000.0
24000000.0,Mercedes Benz,C200,AMG Premium Plus,2019,Used,Automatic,Saloon,Petrol,1500.0,68000.0
5900000.0,Nissan,Tiida,2007,2007,Used,Automatic,Saloon,Petrol,1500.0,158000.0
9000000.0,Kia,Sportage,,2012,Used,Automatic,SUV / 4x4,Diesel,1998.0,108000.0
20000000.0,Toyota,Other Model,Noah,2014,Used,Automatic,MPV,Hybrid,1800.0,27694.0
14900000.0,Toyota,Premio,G SUPERIOR ,2017,Used,Automatic,Saloon,Petrol,1500.0,106000.0
7350000.0,Toyota,Vitz,,2016,Used,Automatic,Hatchback,Petrol,990.0,59295.0
7390000.0,Toyota,Aqua,Toyota,2014,Used,Automatic,Hatchback,Hybrid,1500.0,158600.0
12500000.0,Mitsubishi,Eclipse Cross,Cross,2018,Used,Automatic,SUV / 4x4,Petrol,1500.0,95000.0
13950000.0,Toyota,CHR,NGX 10,2018,Used,Automatic,SUV / 4x4,Petrol,1200.0,82000.0
4750000.0,Suzuki,Swift,,2007,Used,Automatic,Hatchback,Petrol,1240.0,141500.0
7250000.0,Suzuki,Baleno,,2017,Used,Automatic,Hatchback,Petrol,1000.0,128000.0
13450000.0,Toyota,Raize,Z Grade 1.2L petrol ,2024,Used,Automatic,SUV / 4x4,Petrol,1190.0,20000.0
900000.0,Daihatsu,Charade,,1986,Used,Manual,Hatchback,Diesel,1000.0,100000.0
2700000.0,Mazda,Butterfly,,2000,Used,Automatic,Saloon,Petrol,1500.0,166300.0
1700000.0,Suzuki,Maruti,,1999,Used,Manual,Hatchback,Petrol,800.0,167341.0
9600000.0,Toyota,Axio,G Grade,2015,Used,Automatic,Saloon,Hybrid,1500.0,209000.0
10600000.0,Toyota,Roomy,Custom GT (Turbo),2024,Used,Automatic,Station wagon,Petrol,1000.0,1000.0
6590000.0,Honda,Civic,FD3,2010,Used,Automatic,Saloon,Hybrid,1390.0,170000.0
2650000.0,Kia,Rio,Sport,2003,Used,Manual,Saloon,Petrol,1300.0,140000.0
2360000.0,Nissan,Sunny,FB13,1990,Used,Manual,Saloon,Diesel,1680.0,100000.0
12250000.0,Volkswagen,Beetle,,2017,Used,Automatic,Coupé/Sports,Petrol,1200.0,63000.0
1350000.0,Toyota,Corolla,1986,1986,Used,Manual,Station wagon,Petrol,1300.0,209000.0
5800000.0,Suzuki,Wagon R Stingray,,2014,Used,Automatic,Hatchback,Hybrid,660.0,53000.0
5975000.0,Micro,Actyon,,2008,Used,Manual,SUV / 4x4,Diesel,2000.0,129900.0
64000000.0,Land Rover,Range Rover,Vouge SWB P400e,2018,Used,Automatic,SUV / 4x4,Hybrid,1997.0,69000.0
2050000.0,Suzuki,Maruti,2007,2007,Used,Automatic,Hatchback,Petrol,800.0,125000.0
2300000.0,Maruti Suzuki,800,,2011,Used,Manual,Hatchback,Petrol,800.0,84000.0
18500000.0,Peugeot,5008,GT Line Highest Spec,2018,Used,Automatic,SUV / 4x4,Petrol,1200.0,89000.0
2850000.0,Toyota,Corolla,AE100,1996,Used,Manual,Saloon,Petrol,1500.0,210000.0
54500000.0,Toyota,Land Cruiser Prado,LC250,2024,Used,Automatic,SUV / 4x4,Petrol,2800.0,2500.0
8000000.0,Toyota,Vitz,Edition 1,2018,Used,Automatic,Hatchback,Petrol,990.0,19980.0
6350000.0,Toyota,Corolla,141,2007,Used,Automatic,Saloon,Petrol,1600.0,119000.0
8650000.0,Toyota,Aqua,Urban,2015,Used,Automatic,Hatchback,Hybrid,1500.0,86000.0
6950000.0,Mercedes Benz,C220,,2001,Used,Manual,Saloon,Diesel,2148.0,174000.0
5975000.0,Suzuki,Swift,Beetle,2010,Used,Automatic,Hatchback,Petrol,1300.0,137000.0
46000000.0,Mercedes Benz,GLE 300D,GLE 300D,2020,Used,Automatic,SUV / 4x4,Diesel,3000.0,30400.0
9000000.0,Toyota,Allion,,2010,Used,Automatic,Saloon,Petrol,1500.0,135000.0
7150000.0,Toyota,Vitz,2015,2015,Used,Automatic,Hatchback,Petrol,1000.0,62530.0
4600000.0,Nissan,Sunny,FB15,2003,Used,Automatic,Saloon,Petrol,1490.0,211000.0
3100000.0,Micro,Panda,,2015,Used,Manual,Hatchback,Petrol,997.0,80000.0
11975000.0,Nissan,X-Trail,2015,2015,Used,Automatic,SUV / 4x4,Petrol,1990.0,148000.0
2550000.0,Tata,Indica,,2014,Used,Manual,Hatchback,Petrol,1000.0,140000.0
2500000.0,Nissan,Wingroad,Y10,1996,Used,Automatic,Station wagon,Petrol,1500.0,245607.0
7950000.0,Toyota,Aqua,,2015,Used,Automatic,Hatchback,Hybrid,1500.0,114000.0
1300000.0,Toyota,Corona,,1986,Used,Manual,Saloon,Petrol,1450.0,145000.0
4250000.0,Suzuki,Celerio,Manual LXI,2015,Used,Manual,Hatchback,Petrol,1000.0,205000.0
2850000.0,Nissan,Bluebird,Nissan,1998,Used,Manual,Saloon,Diesel,1000.0,280000.0
2150000.0,Suzuki,Maruti,,2007,Used,Manual,Hatchback,Petrol,800.0,58610.0
2990000.0,Nissan,Wingroad,,1998,Used,Automatic,Station wagon,Petrol,1490.0,230000.0
2370000.0,Maruti Suzuki,800,EFI,2012,Used,Manual,Hatchback,Petrol,800.0,87000.0
2300000.0,Toyota,Corolla,1994,1994,Used,Manual,Saloon,Diesel,1970.0,182000.0
870000.0,Nissan,Sunny,Sunny HB11,1984,Used,Manual,Station wagon,Petrol,1500.0,235000.0
1665000.0,Nissan,Sunny,HB12,1986,Used,Manual,Saloon,Petrol,1500.0,327600.0
1500000.0,Ford,Laser,,1992,Used,Automatic,Saloon,Petrol,1500.0,140000.0
12800000.0,Toyota,Allion,A15,2016,Used,Automatic,Saloon,Petrol,1500.0,160000.0
23500000.0,BMW,X1,F48 New Face,2019,Used,Tiptronic,Hatchback,Petrol,1500.0,17000.0
14000000.0,Mitsubishi,Montero,Sport,2012,Used,Tiptronic,SUV / 4x4,Diesel,2500.0,200000.0
2650000.0,Toyota,Tercel,Toyota,1995,Used,Manual,Saloon,Petrol,1500.0,222854.0
2575000.0,Micro,Panda,,2014,Used,Manual,,Petrol,1000.0,78000.0
1500000.0,Oldsmobile,Other Model,Custom Cruiser,1998,Used,Manual,,Petrol,2000.0,200006.0
690000.0,Volkswagen,Beetle,,1964,Used,Manual,,Petrol,1200.0,100000.0
17000000.0,Toyota,Land Cruiser Prado,TX,2016,Used,Automatic,SUV / 4x4,Diesel,3000.0,186000.0
1650000.0,Mazda,3,1988,1988,Used,Manual,Saloon,Petrol,1500.0,175000.0
3500000.0,Mazda,Familia,,2002,Used,Manual,,Petrol,1300.0,135000.0
7600000.0,Toyota,Allion,Alion 260,2007,Used,Automatic,Saloon,Petrol,1500.0,215000.0
9850000.0,Honda,Vezel,Honda,2014,Used,Automatic,Hatchback,Petrol,1500.0,132932.0
2050000.0,Maruti Suzuki,800,,2006,Used,Manual,Hatchback,Petrol,800.0,89000.0
4200000.0,Hyundai,Eon,,2016,Used,Manual,Hatchback,Petrol,814.0,74502.0
20900000.0,Land Rover,Range Rover Evoque,2013,2013,Used,Automatic,SUV / 4x4,Diesel,2200.0,140000.0
7975000.0,Toyota,Vitz,2,2018,Used,Automatic,Hatchback,Petrol,1000.0,69000.0
9000000.0,Kia,Sportage,2012,2012,Used,Automatic,SUV / 4x4,Diesel,2000.0,153000.0
11350000.0,Toyota,Roomy,Custom G,2025,Used,Automatic,MPV,Petrol,996.0,13081.0
2750000.0,Micro,Panda,Micro Panda,2013,Used,Manual,Hatchback,Petrol,1000.0,88668.0
7075000.0,Mitsubishi,eK Wagon,,2023,Used,Automatic,Hatchback,Petrol,650.0,12741.0
8750000.0,Honda,Vezel,,2015,Used,Automatic,,Petrol,1500.0,161000.0
12000000.0,Ssang Yong,Rexton,Full Option,2015,Used,Automatic,SUV / 4x4,Diesel,2000.0,187000.0
7950000.0,Suzuki,Hustler,,2025,Used,Automatic,MPV,Hybrid,650.0,3500.0
14190000.0,Audi,Q2,,2018,Used,Automatic,SUV / 4x4,Petrol,1000.0,110000.0
1850000.0,Suzuki,Maruti,2005,2005,Used,Manual,Hatchback,Petrol,800.0,91000.0
36500000.0,Toyota,Land Cruiser Prado,TRX,2015,Used,Automatic,SUV / 4x4,Petrol,2700.0,42000.0
5750000.0,Suzuki,Wagon R,J Style,2015,Used,Automatic,Hatchback,Petrol,650.0,57500.0
3650000.0,Peugeot,406,406,2000,Used,Automatic,Saloon,Petrol,2000.0,230000.0
32500000.0,Audi,A5,S Line 1 OF 1 Cabrio,2018,Used,Automatic,Convertible,Petrol,2000.0,52000.0
28900000.0,BMW,530e,M Sport ,2018,Used,Automatic,Saloon,Hybrid,2000.0,78000.0
5200000.0,Toyota,Carina,Toyota,1999,Used,Automatic,Saloon,Petrol,1500.0,205000.0
17650000.0,Honda,CRV,,2018,Used,Automatic,SUV / 4x4,Petrol,1500.0,90000.0
15450000.0,BMW,520i,M Sport,2012,Used,Tiptronic,Saloon,Petrol,2000.0,100000.0
24600000.0,Audi,Q7,TFSI Quattro,2016,Used,Automatic,Saloon,Petrol,2000.0,140000.0
5490000.0,Nissan,Tiida,,2007,Used,Automatic,Saloon,Petrol,1490.0,242401.0
5989998.0,Honda,Fit,GP 1,2012,Used,Automatic,Hatchback,Hybrid,1330.0,118269.0
4990000.0,Mazda,Demio,,2010,Used,Automatic,Hatchback,Petrol,1340.0,175959.0
7990000.0,DFSK,Glory,580,2020,Used,Automatic,SUV / 4x4,Petrol,1498.0,77257.0
6950000.0,Suzuki,Wagon R FZ,Safety,2018,Used,Automatic,Hatchback,Hybrid,650.0,58826.0
6975000.0,Toyota,Vitz,2016,2016,Used,Automatic,Hatchback,Petrol,1000.0,125000.0
5890000.0,Mitsubishi,eK Wagon,,2015,Used,Automatic,Hatchback,Petrol,650.0,96099.0
6590000.0,Suzuki,Wagon R FZ,Safety,2018,Used,Automatic,Hatchback,Hybrid,650.0,76305.0
8750000.0,Toyota,Aqua,X Urban,2015,Used,Automatic,Hatchback,Hybrid,1500.0,129000.0
5475000.0,Suzuki,Celerio,2017,2017,Used,Automatic,Hatchback,Petrol,1000.0,110000.0
4450000.0,Toyota,RAV4,,1996,Used,Manual,SUV / 4x4,Petrol,1998.0,220000.0
2525000.0,Suzuki,Maruti,maruti,2011,Used,Manual,Hatchback,Petrol,800.0,70000.0
13500000.0,Honda,CRV,CRV,2014,Used,Automatic,,Petrol,2000.0,219159.0
9575000.0,Toyota,Yaris,,2017,Used,Automatic,Saloon,Petrol,1329.0,169000.0
16500000.0,Honda,Vezel,Z,2023,Used,Automatic,Hatchback,Hybrid,1500.0,23000.0
2000000.0,Maruti Suzuki,800,Suzuki Maruti 800cc,2004,Used,Manual,Hatchback,Petrol,800.0,59000.0
4800000.0,Honda,Accord,,2004,Used,Automatic,Saloon,Petrol,2400.0,240000.0
800000.0,Daihatsu,Other Model,XTE,1981,Used,Manual,,Petrol,1000.0,95000.0
9200000.0,Toyota,Axio,2014,2014,Used,Automatic,Saloon,Hybrid,1500.0,110000.0
8000000.0,Toyota,Axio,,2012,Used,Automatic,Saloon,Petrol,1500.0,110000.0
18000000.0,Toyota,Harrier,,2015,Used,Automatic,Hatchback,Hybrid,2500.0,160000.0
12950000.0,Honda,Civic,Ex,2018,Used,Automatic,Saloon,Petrol,1000.0,48000.0
9950000.0,Toyota,Prius,,2013,Used,Automatic,Hatchback,Petrol,1800.0,176000.0
14800000.0,Honda,CRV,,2018,Used,Automatic,SUV / 4x4,Petrol,1500.0,124000.0
680000.0,Nissan,Sunny,1983,1983,Used,Manual,Saloon,Petrol,1500.0,100000.0
10100000.0,DFSK,Glory,i Auto,2021,Used,Automatic,SUV / 4x4,Petrol,1500.0,84000.0
14000000.0,Mitsubishi,Eclipse Cross,,2018,Used,Automatic,SUV / 4x4,Petrol,1500.0,174990.0
12600000.0,Honda,Fit Shuttle,Navi premium,2018,Used,Automatic,Station wagon,Hybrid,1500.0,93000.0
9600000.0,Toyota,Yaris,,2017,Used,Automatic,Saloon,Petrol,1300.0,81000.0
27500000.0,Toyota,FJ Cruiser,,2012,Used,Automatic,,Petrol,4000.0,48000.0
17500000.0,Mitsubishi,Montero,GLS Shogun 4M41 V78,2007,Used,Tiptronic,SUV / 4x4,Diesel,3200.0,156000.0
625000.0,Mazda,Familia,Deluxe 323 wagon,1985,Used,Manual,Station wagon,Petrol,1500.0,20230.0
17500000.0,BMW,320d,Luxury Line,2013,Used,Automatic,Saloon,Diesel,1995.0,93000.0
8100000.0,Toyota,Passo,XL,2023,Used,Automatic,Hatchback,Petrol,996.0,7800.0
49500000.0,Mercedes Benz,GLE 300D,,2019,Used,Automatic,SUV / 4x4,Diesel,2000.0,70000.0
10800000.0,Toyota,Allion,,2012,Used,Automatic,Saloon,Petrol,1500.0,175000.0
2300000.0,Suzuki,Maruti,,2010,Used,Manual,Hatchback,Petrol,800.0,62000.0
825000.0,Mitsubishi,Lancer,,1978,Used,Manual,Saloon,Petrol,1400.0,195000.0
5950000.0,Toyota,Vitz,,2008,Used,Automatic,Hatchback,Petrol,1000.0,125000.0
3500000.0,Suzuki,Wagon R,,2003,Used,Automatic,Hatchback,Petrol,650.0,100000.0
7850000.0,Honda,Fit,GP5,2015,Used,Automatic,Hatchback,Hybrid,1500.0,195000.0
4550000.0,Nissan,Sunny,N16,2003,Used,Automatic,Saloon,Petrol,1500.0,119000.0
8800000.0,MG,ZS,,2018,Used,Automatic,SUV / 4x4,Petrol,1500.0,80179.0
15500000.0,Peugeot,5008,,2019,Used,Automatic,SUV / 4x4,Petrol,1200.0,120000.0
6750000.0,Nissan,Other Model,Cedric,1998,Used,Automatic,,Petrol,2000.0,86000.0
41500000.0,Toyota,Land Cruiser Prado,TRJ 150W,2017,Used,Automatic,SUV / 4x4,Petrol,2700.0,94000.0
13700000.0,Mitsubishi,Outlander,,2014,Used,Automatic,SUV / 4x4,Hybrid,2000.0,174999.0
10510000.0,Toyota,Premio,,2013,Used,Automatic,Saloon,Petrol,1496.0,145000.0
1850000.0,Daewoo,Nubira,Car,1998,Used,Manual,Saloon,Petrol,1600.0,120000.0
6800000.0,Toyota,Avanza,,2011,Used,Manual,,Petrol,1500.0,145000.0
17300000.0,Toyota,Hilux,Revo,2017,Used,Automatic,SUV / 4x4,Diesel,3000.0,67500.0
9100000.0,Nissan,Magnite,,2025,Used,Automatic,SUV / 4x4,Petrol,1000.0,3400.0
1790000.0,Chery,QQ,,2007,Used,Manual,Hatchback,Petrol,800.0,69700.0
3200000.0,Ssang Yong,Musso,1996,1996,Used,Automatic,SUV / 4x4,Diesel,2400.0,315000.0
3750000.0,Suzuki,Alto,Alto LXI 800,2015,Used,Manual,Hatchback,Petrol,800.0,130000.0
12200000.0,Nissan,X-Trail,MODE PREMIER,2015,Used,Automatic,SUV / 4x4,Petrol,2000.0,120000.0
6600000.0,Toyota,Allion,2003,2003,Used,Automatic,Saloon,Petrol,1500.0,151000.0
10000000.0,Toyota,Axio,,2015,Used,Automatic,Saloon,Hybrid,1500.0,108000.0
66500000.0,Land Rover,Defender,HSE SUNROOF,2023,Used,Automatic,SUV / 4x4,Petrol,2000.0,12000.0
3390000.0,Suzuki,Wagon R,,2007,Used,Manual,,Petrol,1061.0,154960.0
8975000.0,Honda,Vezel,Z Grade,2014,Used,Automatic,SUV / 4x4,Hybrid,1500.0,155000.0
2800000.0,Toyota,Corona,1993,1993,Used,Manual,Saloon,Diesel,2000.0,292455.0
1990000.0,Tata,Indica,GLX,2006,Used,Manual,Hatchback,Petrol,1398.0,45000.0
5800000.0,Nissan,Navara,,2006,Used,Manual,SUV / 4x4,Diesel,2500.0,150000.0
12500000.0,Honda,Civic,,2017,Used,Automatic,,Petrol,1000.0,85000.0
9500000.0,Toyota,Hilux,,2008,Used,Manual,SUV / 4x4,Diesel,2400.0,217000.0
8250000.0,Toyota,Axio,G Grade,2009,Used,Automatic,Saloon,Petrol,1500.0,96000.0
7400000.0,Honda,Fit,,2014,Used,Automatic,Hatchback,Hybrid,1500.0,139000.0
9200000.0,Nissan,X-Trail,,2012,Used,Automatic,SUV / 4x4,Petrol,2500.0,215000.0
2800000.0,Suzuki,Baleno,1996,1996,Used,Manual,Hatchback,Petrol,1300.0,100000.0
2090000.0,Toyota,Corolla,1988,1988,Used,Manual,Saloon,Petrol,1500.0,265000.0
9500000.0,Mercedes Benz,C180,AMG Line,2010,Used,Automatic,Saloon,Petrol,1600.0,135000.0
9700000.0,Honda,Vezel,,2014,Used,Automatic,SUV / 4x4,Petrol,1500.0,140000.0
6850000.0,Toyota,Passo,KGC30,2015,Used,Automatic,Saloon,Petrol,990.0,115500.0
2600000.0,Hyundai,Accent,2000,2000,Used,Manual,Saloon,Petrol,1300.0,155000.0
2500000.0,Suzuki,Alto,,2003,Used,Manual,Hatchback,Petrol,800.0,131000.0
2850000.0,Hyundai,Matrix,GLS,2002,Used,Automatic,MPV,Petrol,1600.0,254336.0
32000000.0,Porsche,Panamera,S Hybrid,2014,Used,Automatic,Saloon,Hybrid,3000.0,74000.0
6900000.0,Toyota,Axio,X,2007,Used,Automatic,,Petrol,1500.0,200000.0
7750000.0,Honda,Fit,GP5,2014,Used,Automatic,Hatchback,Hybrid,1500.0,109000.0
430000.0,Toyota,Corona,AT 150,1987,Used,Manual,Saloon,Petrol,1500.0,12415.0
3865000.0,Suzuki,Alto,LXI,2014,Used,Manual,Hatchback,Petrol,800.0,92000.0
9200000.0,Toyota,Axio,Hybrid,2015,Used,Automatic,Saloon,Petrol,1490.0,84000.0
41500000.0,Mercedes Benz,C200,AMG,2023,Used,Automatic,Saloon,Petrol,1500.0,7000.0
7650000.0,Toyota,Allion,NZT 260,2007,Used,Automatic,Saloon,Petrol,1800.0,190000.0
11500000.0,Mitsubishi,Outlander,G Navi Phev,2014,Used,Automatic,SUV / 4x4,Other fuel type,2000.0,155000.0
7150000.0,Toyota,Vitz,KSP 130,2015,Used,Automatic,Hatchback,Petrol,1000.0,113000.0
1800000.0,Kia,Mentor,,2000,Used,Manual,Saloon,Petrol,1490.0,12000.0
17250000.0,Audi,Q3,S line,2018,Used,Automatic,Hatchback,Petrol,1400.0,60000.0
7400000.0,Toyota,Aqua,,2013,Used,Automatic,Hatchback,Hybrid,1500.0,138000.0
59500000.0,BMW,X5 M,V8 4.4L 1OF1,2015,Used,Automatic,SUV / 4x4,Petrol,4400.0,17000.0
7950000.0,Toyota,Vitz,Edition 2,2018,Used,Automatic,Hatchback,Petrol,1000.0,85000.0
2900000.0,Nissan,March,HK11,1997,Used,Manual,Hatchback,Petrol,1300.0,109066.0
10350000.0,Suzuki,XBee,MZ,2024,Used,Automatic,SUV / 4x4,Hybrid,990.0,10000.0
1400000.0,Toyota,Corolla,1976,1976,Used,Manual,Saloon,Petrol,200.0,1000000.0
52500000.0,Toyota,Land Cruiser Sahara,VX V8,2013,Used,Automatic,SUV / 4x4,Diesel,4416.0,100200.0
49500000.0,BMW,740Le,,2017,Used,Automatic,Saloon,Petrol,1998.0,63000.0
8295000.0,Suzuki,Wagon R ZX,Custom ,2024,Used,Automatic,MPV,Hybrid,650.0,16000.0
11575000.0,Honda,Vezel,Sensing,2017,Used,Automatic,Hatchback,Petrol,1500.0,75000.0
6650000.0,Suzuki,Wagon R FZ,,2018,Used,Automatic,Hatchback,Petrol,650.0,113000.0
6200000.0,Toyota,Yaris,,2007,Used,Manual,Saloon,Petrol,1300.0,177000.0
3800000.0,Suzuki,Alto,LXI 800,2015,Used,Manual,Hatchback,Petrol,800.0,76000.0
1800000.0,Hyundai,Santro,,2002,Used,Manual,Hatchback,Petrol,1086.0,173000.0
15000000.0,Toyota,Auris,Sport ,2016,Used,Automatic,Saloon,Petrol,1200.0,55000.0
700000.0,Nissan,Sunny,1976,1976,Used,Manual,Station wagon,Petrol,1.0,114000.0
6950000.0,Toyota,Prius,2nd Generation,2011,Used,Automatic,Hatchback,Hybrid,1500.0,187000.0
2595000.0,Micro,Panda,2013,2013,Used,Manual,Hatchback,Petrol,1000.0,141000.0
15500000.0,Mitsubishi,Outlander,,2015,Used,Automatic,SUV / 4x4,Hybrid,1990.0,175600.0
13900000.0,Toyota,CHR,NGX 10,2018,Used,Automatic,SUV / 4x4,Petrol,1500.0,61105.0
5750000.0,Nissan,Dayz,Highway Star,2015,Used,Automatic,Station wagon,Petrol,660.0,117000.0
6800000.0,Honda,Insight,Honda Insight 2009,2009,Used,Automatic,Hatchback,Hybrid,1300.0,195000.0
7090000.0,Suzuki,Wagon R Stingray,,2018,Used,Automatic,Hatchback,Hybrid,650.0,66367.0
5590000.0,Suzuki,Wagon R Stingray,,2015,Used,Automatic,Hatchback,Hybrid,650.0,177097.0
6075000.0,Perodua,Axia,G Grade,2017,Used,Automatic,Hatchback,Petrol,650.0,52597.0
5500000.0,Suzuki,Celerio,VXI,2015,Used,Automatic,Hatchback,Petrol,1000.0,57000.0
16800000.0,Honda,CRV,,2018,Used,Automatic,,Petrol,1997.0,121000.0
28000000.0,Mercedes Benz,E220,Full Option,2016,Used,Automatic,Saloon,Diesel,2000.0,60000.0
1100000.0,Mitsubishi,Lancer,Lancer Box,1980,Used,Manual,Hatchback,Petrol,1400.0,100000.0
6900000.0,Toyota,Corolla,141,2011,Used,Manual,Saloon,Diesel,2000.0,172905.0
4400000.0,Suzuki,Swift,Suzuki,2004,Used,Automatic,Hatchback,Petrol,1320.0,140000.0
60000000.0,Land Rover,Range Rover Sport,Autobiography,2018,Used,Automatic,SUV / 4x4,Petrol,2000.0,60000.0
2500000.0,Suzuki,Maruti,2012,2012,Used,Manual,Hatchback,Petrol,800.0,65000.0
5200000.0,Nissan,Tiida,,2007,Used,Automatic,Saloon,Petrol,1500.0,240000.0
3850000.0,Toyota,Corolla,,1996,Used,Automatic,Saloon,Petrol,1500.0,264562.0
3300000.0,Mazda,Familia,,2000,Used,Automatic,,Petrol,1490.0,131448.0
18500000.0,Honda,CRV,,2018,Used,Automatic,,Petrol,1498.0,64000.0
3975000.0,Suzuki,Alto,,2015,Used,Manual,Hatchback,Petrol,800.0,70000.0
780000.0,Nissan,Sunny,B2 11,1977,Used,Manual,Saloon,Petrol,1200.0,580000.0
9800000.0,Toyota,Axio,2016,2016,Used,Automatic,Saloon,Hybrid,1500.0,119000.0
4300000.0,Micro,Panda Cross,,2018,Used,Automatic,SUV / 4x4,Petrol,1000.0,11517.0
20950000.0,Nissan,Patrol,GRX Sun Roof,2008,Used,Automatic,SUV / 4x4,Diesel,3000.0,235000.0
9950000.0,Kia,Sportage,Fully Loaded,2013,Used,Automatic,SUV / 4x4,Diesel,2000.0,134000.0
13500000.0,Toyota,CHR,NGX50,2017,Used,Automatic,SUV / 4x4,Petrol,1200.0,128000.0
6200000.0,Suzuki,Wagon R FZ,2017,2017,Used,Automatic,,Petrol,725.0,178000.0
3000000.0,Tata,Indica,,2015,Used,Manual,Hatchback,Petrol,1400.0,109000.0
2650000.0,Nissan,Sunny,FB14,1999,Used,Manual,Saloon,Diesel,1990.0,220000.0
975000.0,Nissan,Sunny,B211,1976,Used,Manual,Saloon,Petrol,1200.0,80000.0
2900000.0,Suzuki,Wagon R,2001,2001,Used,Automatic,Hatchback,Petrol,660.0,20000.0
1399997.0,Suzuki,Alto,Japan Alto,1998,Used,Manual,Station wagon,Petrol,660.0,165000.0
4600000.0,Suzuki,Celerio,Suzuki Celerio 2015,2015,Used,Manual,Hatchback,Petrol,1000.0,135000.0
2600000.0,Maruti Suzuki,800,2011,2011,Used,Manual,Hatchback,Petrol,800.0,62000.0
7675000.0,Toyota,Vitz,Edition 2,2017,Used,Automatic,Hatchback,Petrol,1000.0,93000.0
