Selling Price,Brand,Model,Trim / Edition,Year of Manufacture,Transmission,Body type,Fuel type,Engine capacity,Mileage
20500000.0,Land Rover,Freelander,2 Td4,2013,Tiptronic,Suv / 4X4,Diesel,2200.0,53000.0
3950000.0,Nissan,Sunny,Fb 15,2002,Automatic,Saloon,Petrol,1490.0,313000.0
3895000.0,Toyota,Corona,Premio,1995,Automatic,Unknown,Petrol,1500.0,263175.0
7250000.0,Suzuki,Wagon R,Fx Silver,2023,Automatic,Hatchback,Petrol,660.0,13000.0
15900000.0,Mercedes Benz,Gla 200,Urban,2017,Automatic,Suv / 4X4,Petrol,1599.0,105000.0
28500000.0,Mercedes Benz,Eqb,250,2024,Automatic,Suv / 4X4,Petrol,1300.0,7000.0
6100000.0,Nissan,Dayz,Highway Star,2016,Automatic,Hatchback,Petrol,660.0,115000.0
25000000.0,Toyota,Hilux,Rocco,2025,Automatic,Suv / 4X4,Diesel,2800.0,2800.0
5000000.0,Chrysler,Other Model,Grand Vouger,2004,Automatic,Mpv,Petrol,3300.0,75000.0
11275000.0,Toyota,Prius,Highest Spec,2013,Automatic,Saloon,Hybrid,1800.0,50000.0
17500000.0,Land Rover,Range Rover Evoque,2013,2013,Automatic,Suv / 4X4,Diesel,2000.0,73000.0
18850000.0,Mercedes Benz,Gla 180,Unknown,2018,Automatic,Suv / 4X4,Petrol,1600.0,81000.0
6275000.0,Toyota,Corolla,121 X Grade,2002,Manual,Saloon,Diesel,2200.0,140000.0
4850000.0,Suzuki,Celerio,Vxi,2015,Automatic,Hatchback,Petrol,1000.0,142000.0
7150000.0,Suzuki,Wagon R Stingray,2018,2018,Automatic,Hatchback,Petrol,650.0,130000.0
7275000.0,Ford,Ecosport,Titanium,2017,Automatic,Suv / 4X4,Petrol,1500.0,160000.0
5195000.0,Suzuki,Other Model,Japan Alto,2016,Automatic,Unknown,Petrol,650.0,89171.0
6975000.0,Ford,Ecosport,Titanium,2015,Automatic,Suv / 4X4,Petrol,1500.0,120000.0
3350000.0,Suzuki,Wagon R,Unknown,2003,Manual,Unknown,Petrol,990.0,206000.0
7975000.0,Honda,Crv,Fully Loaded,2011,Automatic,Suv / 4X4,Petrol,2000.0,180000.0
7300000.0,Toyota,Vitz,2016,2016,Automatic,Hatchback,Petrol,1000.0,110200.0
26500000.0,Bmw,X5,M Sport -F15,2016,Automatic,Suv / 4X4,Hybrid,1997.0,42300.0
3450000.0,Suzuki,Alto,K10,2011,Manual,Hatchback,Petrol,1000.0,220000.0
17500000.0,Mitsubishi,Montero,V78 Gls Shogun,2007,Tiptronic,Suv / 4X4,Diesel,3200.0,155000.0
14800000.0,Mitsubishi,Montero,Montero Sport,2011,Tiptronic,Suv / 4X4,Diesel,2500.0,131800.0
10500000.0,Honda,Vezel,Z Sensing,2016,Automatic,Suv / 4X4,Hybrid,1500.0,93000.0
2425000.0,Maruti Suzuki,800,Unknown,2011,Manual,Unknown,Petrol,800.0,84000.0
5975000.0,Toyota,Yaris,Unknown,2021,Automatic,Saloon,Diesel,1300.0,130000.0
5875000.0,Toyota,Corolla,Nze 121,2003,Automatic,Saloon,Petrol,1500.0,175000.0
22500000.0,Bmw,520D,Original Msport,2014,Automatic,Saloon,Diesel,2000.0,190000.0
3850000.0,Suzuki,Alto,Suzuki Alto 2015,2015,Manual,Hatchback,Petrol,796.0,194000.0
11000000.0,Mitsubishi,Outlander,G Premium,2014,Automatic,Station Wagon,Hybrid,2000.0,123000.0
9900000.0,Dfsk,Glory,Auto I,2022,Automatic,Suv / 4X4,Petrol,1500.0,56000.0
13000000.0,Mitsubishi,Eclipse Cross,Unknown,2019,Automatic,Suv / 4X4,Petrol,1500.0,105000.0
5000000.0,Toyota,Vitz,Ksp 90,2005,Automatic,Hatchback,Petrol,990.0,149000.0
9475000.0,Honda,Vezel,Honda,2014,Automatic,Hatchback,Hybrid,1500.0,112000.0
6000000.0,Mitsubishi,Strada,Unknown,1996,Manual,Suv / 4X4,Diesel,2470.0,39000.0
12550000.0,Toyota,Chr,Ngx 10 Gt 2Wd,2018,Automatic,Station Wagon,Petrol,1200.0,98000.0
16250000.0,Mercedes Benz,E300,Amg Premium Edition,2015,Automatic,Saloon,Diesel,2000.0,75000.0
8750000.0,Honda,Fit Shuttle,Gp2,2012,Automatic,Station Wagon,Hybrid,1300.0,200000.0
7200000.0,Perodua,Bezza,2018,2018,Automatic,Saloon,Petrol,1000.0,85790.0
11500000.0,Honda,Crv,Unknown,2013,Automatic,Suv / 4X4,Petrol,2000.0,134373.0
3590000.0,Suzuki,Alto,2015,2015,Manual,Hatchback,Petrol,800.0,97000.0
2975000.0,Zotye,Z100,Unknown,2016,Manual,Hatchback,Petrol,1000.0,80000.0
9375000.0,Honda,Vezel,Z Grade,2015,Automatic,Suv / 4X4,Hybrid,1500.0,110000.0
13285000.0,Mitsubishi,Eclipse Cross,Highest Grade,2018,Automatic,Suv / 4X4,Petrol,1500.0,80000.0
7150000.0,Toyota,Vitz,Safety Edition,2016,Automatic,Hatchback,Petrol,1000.0,93193.0
6850000.0,Honda,Insight,Ze2,2009,Automatic,Saloon,Petrol,1330.0,173000.0
6690000.0,Daihatsu,Move,Custom Turbo G Grade,2017,Automatic,Hatchback,Petrol,650.0,71890.0
800000.0,Honda,Beat,Unknown,1998,Manual,Saloon,Petrol,2000.0,300000.0
1849000.0,Tata,Genx Nano,Nano Twist Xt,2014,Manual,Hatchback,Petrol,624.0,184000.0
33000000.0,Jeep,Wrangler,Sports,2015,Automatic,Suv / 4X4,Diesel,3000.0,130000.0
50800000.0,Toyota,Land Cruiser Prado,Tx,2023,Automatic,Suv / 4X4,Petrol,2700.0,29000.0
19500000.0,Mercedes Benz,C180,Amg,2016,Automatic,Saloon,Petrol,1600.0,110000.0
15000000.0,Peugeot,5008,Gt Line Full Spec,2019,Automatic,Suv / 4X4,Petrol,1200.0,75000.0
14250000.0,Mitsubishi,Eclipse Cross,Dual Sunroof,2020,Automatic,Suv / 4X4,Petrol,1500.0,55000.0
12950000.0,Toyota,Prius,4Th Gen,2016,Automatic,Station Wagon,Hybrid,1800.0,154300.0
6090000.0,Suzuki,Wagon R Fx,Unknown,2018,Automatic,Hatchback,Hybrid,650.0,86436.0
6990000.0,Suzuki,Wagon R Stingray,Unknown,2017,Automatic,Hatchback,Hybrid,650.0,93732.0
17500000.0,Toyota,Premio,G Superior,2019,Automatic,Saloon,Petrol,1490.0,48536.0
8575000.0,Hyundai,Santa Fe,Unknown,2011,Automatic,Suv / 4X4,Diesel,2199.0,125015.0
5950000.0,Nissan,Tiida,Unknown,2010,Automatic,Saloon,Petrol,1490.0,234806.0
5475000.0,Daihatsu,Mira,Unknown,2017,Automatic,Hatchback,Petrol,650.0,58830.0
8990000.0,Kia,Sportage,Unknown,2013,Automatic,Hatchback,Petrol,1995.0,193356.0
46000000.0,Land Rover,Range Rover,Unknown,2018,Automatic,Suv / 4X4,Diesel,2000.0,45500.0
5025000.0,Toyota,Passo,Kgc10,2009,Automatic,Hatchback,Petrol,990.0,127000.0
21750000.0,Bmw,X1,M Sport,2020,Automatic,Unknown,Petrol,1500.0,34000.0
13750000.0,Audi,Q3,Tfsi,2016,Tiptronic,Suv / 4X4,Petrol,1400.0,90000.0
2150000.0,Suzuki,Maruti,Unknown,2005,Manual,Hatchback,Petrol,800.0,74000.0
12800000.0,Bmw,530D,M Sport,2006,Manual,Saloon,Diesel,3000.0,105942.0
3700000.0,Nissan,March,K12,2002,Automatic,Unknown,Petrol,1000.0,232600.0
11990000.0,Mitsubishi,Outlander,Plug In Hybrid,2015,Automatic,Suv / 4X4,Hybrid,2000.0,147000.0
3630000.0,Toyota,Corolla,110 (Ee111),1995,Automatic,Saloon,Petrol,1300.0,165500.0
4250000.0,Toyota,Vitz,Scp10,2003,Automatic,Saloon,Petrol,1000.0,115153.0
3285000.0,Hyundai,Accent,Unknown,2001,Automatic,Hatchback,Petrol,1000.0,175000.0
3050000.0,Honda,Accord,1994,1994,Manual,Saloon,Petrol,2000.0,180000.0
8450000.0,Toyota,Aqua,Unknown,2015,Automatic,Hatchback,Petrol,1500.0,97400.0
20000000.0,Honda,Crv,Black Leather,2018,Automatic,Suv / 4X4,Petrol,1500.0,38200.0
4685000.0,Perodua,Viva Elite,Unknown,2011,Automatic,Hatchback,Petrol,1000.0,105000.0
6885000.0,Suzuki,Wagon R,Premium,2018,Automatic,Hatchback,Hybrid,650.0,82143.0
4690000.0,Toyota,Ist,Unknown,2002,Automatic,Hatchback,Petrol,1300.0,190000.0
6150000.0,Toyota,Wigo,Wigo G Grand,2017,Automatic,Hatchback,Petrol,1000.0,30000.0
9875000.0,Toyota,Aqua,S Unregistered,2014,Automatic,Hatchback,Hybrid,1500.0,24000.0
2450000.0,Micro,Panda,Unknown,2013,Manual,Hatchback,Petrol,1000.0,88500.0
7990000.0,Toyota,Aqua,G Leather Edition,2015,Automatic,Hatchback,Hybrid,1500.0,150000.0
6400000.0,Honda,Fit,Gp1,2012,Automatic,Hatchback,Hybrid,1300.0,105000.0
4550000.0,Toyota,Carina,Unknown,1997,Automatic,Hatchback,Petrol,1500.0,195000.0
8900000.0,Toyota,Axio,Axio Hybrid,2014,Automatic,Saloon,Hybrid,1500.0,142000.0
3750000.0,Chevrolet,Cruze,Unknown,2002,Automatic,Hatchback,Petrol,1320.0,110900.0
21000000.0,Toyota,Harrier,Advance Premium,2014,Automatic,Suv / 4X4,Petrol,2000.0,103000.0
5550000.0,Suzuki,Celerio,Unknown,2016,Automatic,Hatchback,Petrol,1000.0,85329.0
5450000.0,Suzuki,Celerio,Unknown,2015,Automatic,Hatchback,Petrol,1000.0,79000.0
5600000.0,Suzuki,Alto,Unknown,2017,Automatic,Hatchback,Petrol,650.0,95000.0
6200000.0,Honda,Fit,Gp 1,2011,Automatic,Hatchback,Petrol,1300.0,128000.0
8250000.0,Toyota,Axio,X,2014,Automatic,Saloon,Hybrid,1500.0,100000.0
11700000.0,Daihatsu,Rocky,Unknown,2022,Automatic,Hatchback,Petrol,1200.0,45000.0
33500000.0,Bmw,430I,M-Sport,2017,Automatic,Convertible,Petrol,2000.0,54000.0
16000000.0,Toyota,Voxy,Voxy,2014,Automatic,Station Wagon,Petrol,1800.0,148000.0
9850000.0,Nissan,X-Trail,Cao,2015,Automatic,Station Wagon,Petrol,2000.0,160000.0
27500000.0,Porsche,Panamera,S Hybrid 3.0 V6,2011,Automatic,Saloon,Hybrid,3000.0,27000.0
8500000.0,Toyota,Allion,2007,2007,Automatic,Saloon,Petrol,1500.0,125000.0
6950000.0,Toyota,Axio,141,2007,Automatic,Saloon,Petrol,1500.0,180000.0
28700000.0,Bmw,530E,M Sport Premium,2017,Automatic,Saloon,Petrol,2000.0,77000.0
8850000.0,Suzuki,Wagon R,Custom Z Upgraded Zx,2025,Automatic,Hatchback,Hybrid,660.0,6100.0
5550000.0,Suzuki,Celerio,Unknown,2015,Automatic,Hatchback,Petrol,1000.0,86900.0
48000000.0,Mercedes Benz,Gle 300D,Unknown,2020,Automatic,Suv / 4X4,Diesel,2000.0,98000.0
24500000.0,Toyota,Fortuner,High Spec,2016,Automatic,Suv / 4X4,Diesel,2400.0,183266.0
5785000.0,Perodua,Axia,Unknown,2016,Automatic,Hatchback,Petrol,1000.0,165000.0
7800000.0,Toyota,Roomy,Custom Gt Turbo,2017,Automatic,Mpv,Petrol,990.0,43843.0
6950000.0,Tata,Nexon,Unknown,2018,Automatic,Unknown,Petrol,1200.0,124000.0
3412000.0,Suzuki,Alto,Unknown,2015,Manual,Hatchback,Petrol,800.0,171000.0
5650000.0,Ssang Yong,Korando,Unknown,2013,Automatic,Suv / 4X4,Diesel,2000.0,175000.0
5185000.0,Kia,Picanto,Unknown,2011,Automatic,Hatchback,Petrol,1000.0,110000.0
2900000.0,Tata,Nano,Unknown,2016,Automatic,Hatchback,Petrol,624.0,83500.0
8750000.0,Toyota,Axio,G Grade,2021,Automatic,Saloon,Hybrid,1500.0,138000.0
5350000.0,Toyota,Vitz,Unknown,2008,Automatic,Hatchback,Petrol,1000.0,162000.0
3375000.0,Zotye,Nomad,2,2011,Manual,Unknown,Petrol,1499.0,123000.0
16000000.0,Kia,Carnival,Kia,2015,Automatic,Mpv,Diesel,2199.0,225000.0
8700000.0,Suzuki,Wagon R,Custom Z - Upgraded,2024,Automatic,Hatchback,Petrol,650.0,8500.0
2575000.0,Suzuki,Alto,Lxi,2006,Manual,Hatchback,Petrol,800.0,119000.0
13200000.0,Nissan,X-Trail,7 Seater,2014,Automatic,Suv / 4X4,Petrol,2000.0,92000.0
6300000.0,Honda,Fit,Gp1 Hybrid,2011,Automatic,Station Wagon,Petrol,1300.0,193000.0
19250000.0,Honda,Crv,Masterpiece,2019,Automatic,Suv / 4X4,Petrol,1500.0,71000.0
19700000.0,Toyota,Land Cruiser Prado,Land Cruiser Box,1995,Manual,Suv / 4X4,Diesel,3000.0,134000.0
3750000.0,Nissan,Presea,R11,2000,Automatic,Saloon,Petrol,1500.0,116000.0
8250000.0,Toyota,Allion,240,2016,Automatic,Saloon,Petrol,1500.0,203500.0
8500000.0,Toyota,Aqua,Prius C,2014,Automatic,Hatchback,Hybrid,1500.0,161000.0
4850000.0,Mitsubishi,Pajero,Io,1999,Manual,Suv / 4X4,Petrol,1630.0,243338.0
51500000.0,Toyota,Land Cruiser Sahara,V8 200,2013,Automatic,Suv / 4X4,Diesel,4400.0,126000.0
4450000.0,Suzuki,Swift,Unknown,2002,Automatic,Hatchback,Petrol,1320.0,148332.0
2465000.0,Suzuki,Maruti,Zen,2005,Manual,Unknown,Petrol,993.0,161184.0
8200000.0,Hyundai,Santa Fe,Jeep Used,2012,Tiptronic,Suv / 4X4,Diesel,2200.0,179000.0
48500000.0,Toyota,Land Cruiser Sahara,V8 Zx Bruno Cross,2015,Automatic,Suv / 4X4,Petrol,4400.0,109000.0
2975000.0,Toyota,Tercel,1991,1991,Automatic,Saloon,Petrol,1330.0,267500.0
16800000.0,Toyota,Fortuner,D4D V Grade,2013,Automatic,Suv / 4X4,Diesel,3000.0,150000.0
9200000.0,Honda,Vezel,2014,2014,Automatic,Suv / 4X4,Hybrid,1500.0,65000.0
3800000.0,Maruti Suzuki,Alto,Lxi,2015,Manual,Hatchback,Petrol,800.0,86000.0
8895000.0,Honda,Vezel,Z Grade Orange,2014,Automatic,Suv / 4X4,Hybrid,1500.0,128000.0
7875000.0,Toyota,Vitz,Edition 2,2018,Automatic,Hatchback,Petrol,1000.0,93000.0
85500000.0,Toyota,Land Cruiser Prado,Lc250 1St Edition,2024,Automatic,Station Wagon,Diesel,2755.0,7000.0
6790000.0,Daihatsu,Terios,Unknown,2007,Automatic,Suv / 4X4,Petrol,1500.0,145200.0
9500000.0,Mg,Zs,Unknown,2019,Automatic,Suv / 4X4,Petrol,1500.0,61900.0
37500000.0,Toyota,Land Cruiser Prado,Unknown,2016,Automatic,Unknown,Petrol,2755.0,190000.0
7250000.0,Toyota,Premio,Nzt 240,2007,Automatic,Saloon,Petrol,1490.0,216000.0
7450000.0,Suzuki,Wagon R Fx,Safety,2024,Automatic,Hatchback,Petrol,658.0,3350.0
3400000.0,Renault,Kwid,Unknown,2016,Manual,Hatchback,Petrol,800.0,101472.0
7200000.0,Toyota,Vitz,Safety Edition 2,2016,Automatic,Hatchback,Petrol,990.0,84850.0
16575000.0,Mercedes Benz,Gla 200,Turbo,2015,Automatic,Suv / 4X4,Petrol,1600.0,140000.0
20500000.0,Peugeot,5008,Gt,2019,Tiptronic,Hatchback,Petrol,1200.0,33000.0
9250000.0,Honda,Fit Shuttle,Gp2,2013,Automatic,Saloon,Hybrid,1300.0,135000.0
17500000.0,Honda,Crv,Vts,2019,Automatic,Suv / 4X4,Petrol,1490.0,152000.0
8300000.0,Toyota,Aqua,X Urban,2015,Automatic,Unknown,Petrol,1500.0,130000.0
8400000.0,Dfsk,Glory,580L,2021,Automatic,Suv / 4X4,Petrol,1498.0,50700.0
3725000.0,Renault,Kwid,Rxt,2016,Manual,Hatchback,Petrol,800.0,78000.0
5500000.0,Hyundai,Grand I10,Unknown,2016,Tiptronic,Hatchback,Petrol,998.0,95500.0
7950000.0,Subaru,Xv,Eyesight,2013,Automatic,Hatchback,Hybrid,2000.0,145000.0
38000000.0,Land Rover,Range Rover Sport,Hse 2.0 Diesel,2018,Automatic,Suv / 4X4,Diesel,2000.0,124000.0
9575000.0,Honda,Vezel,Z Orange Package,2014,Automatic,Hatchback,Hybrid,1500.0,145000.0
16850000.0,Toyota,Land Cruiser Prado,120 1Kd,2007,Automatic,Suv / 4X4,Diesel,3000.0,210000.0
14000000.0,Toyota,Prius,3Rd Gen,2014,Automatic,Saloon,Hybrid,1790.0,96000.0
5875000.0,Toyota,Corolla,Nze 121,2003,Automatic,Saloon,Petrol,1500.0,175000.0
17500000.0,Bmw,520D,Unknown,2012,Automatic,Saloon,Diesel,2000.0,76000.0
3875000.0,Suzuki,A-Star,Brand New,2012,Manual,Hatchback,Petrol,1000.0,67000.0
46800000.0,Toyota,Land Cruiser Sahara,Vx V8,2011,Automatic,Suv / 4X4,Diesel,4600.0,95000.0
4275000.0,Perodua,Viva Elite,Viva Elite 2010,2010,Automatic,Hatchback,Petrol,1000.0,88000.0
10750000.0,Kia,Sportage,New Face,2015,Tiptronic,Suv / 4X4,Diesel,2000.0,139000.0
7975000.0,Toyota,Aqua,Aqua S Grade,2014,Automatic,Saloon,Hybrid,1500.0,73000.0
13500000.0,Toyota,Chr,Gt,2018,Automatic,Hatchback,Petrol,1200.0,76212.0
2120000.0,Tata,Indica,2015,2015,Manual,Hatchback,Petrol,1000.0,72000.0
8950000.0,Nissan,Teana,250 Xv,2008,Automatic,Saloon,Petrol,2500.0,102000.0
10325000.0,Toyota,Axio,Hybrid,2015,Automatic,Saloon,Hybrid,1500.0,120563.0
9450000.0,Honda,Grace,Ex Edition,2014,Automatic,Saloon,Hybrid,1490.0,160000.0
20000000.0,Mercedes Benz,S350,Unknown,2011,Automatic,Saloon,Petrol,3498.0,170000.0
12800000.0,Nissan,Aura,G,2024,Automatic,Hatchback,Hybrid,1200.0,10254.0
10500000.0,Nissan,X-Trail,Unknown,2016,Automatic,Suv / 4X4,Hybrid,1500.0,145000.0
5190000.0,Suzuki,Alto,Unknown,2017,Automatic,Hatchback,Petrol,650.0,75498.0
5790000.0,Perodua,Axia,Unknown,2016,Automatic,Hatchback,Petrol,998.0,41535.0
8875000.0,Toyota,Allion,Lion Face,2010,Automatic,Saloon,Petrol,1500.0,145000.0
4950000.0,Suzuki,Celerio,Unknown,2014,Tiptronic,Hatchback,Petrol,996.0,121131.0
7350000.0,Toyota,Rush,Unknown,2009,Automatic,Hatchback,Petrol,1490.0,168093.0
5490000.0,Honda,Hr-V,Unknown,2000,Automatic,Hatchback,Petrol,1590.0,275723.0
8175000.0,Dfsk,Glory,Unknown,2021,Automatic,Suv / 4X4,Petrol,1490.0,36371.0
8100000.0,Hyundai,Creta,Unknown,2017,Automatic,Hatchback,Petrol,1591.0,124946.0
11990000.0,Dfsk,Glory,I Auto,2023,Automatic,Mpv,Petrol,1500.0,17211.0
8420000.0,Nissan,Dayz,Unknown,2024,Automatic,Hatchback,Petrol,660.0,14945.0
10975000.0,Dfsk,Glory,I Auto,2021,Automatic,Suv / 4X4,Petrol,1498.0,13972.0
12975000.0,Toyota,Chr,Ngx 50,2017,Automatic,Suv / 4X4,Petrol,1200.0,185000.0
11500000.0,Honda,Crv,Crv,2012,Automatic,Hatchback,Petrol,2000.0,231000.0
13200000.0,Land Rover,Freelander,Sd4,2011,Automatic,Suv / 4X4,Diesel,2179.0,135000.0
4750000.0,Honda,Fit,Honda,2003,Automatic,Hatchback,Petrol,1330.0,158000.0
50500000.0,Toyota,Land Cruiser Prado,Trj 150,2023,Automatic,Suv / 4X4,Petrol,2700.0,22750.0
8275000.0,Toyota,Aqua,Unknown,2016,Automatic,Hatchback,Hybrid,1490.0,127770.0
6725000.0,Suzuki,Wagon R Fz,Premium,2018,Automatic,Hatchback,Hybrid,650.0,119077.0
5790000.0,Suzuki,Wagon R Stingray,Unknown,2014,Automatic,Hatchback,Petrol,650.0,131174.0
10750000.0,Nissan,X-Trail,Unknown,2016,Automatic,Unknown,Hybrid,1997.0,135562.0
6850000.0,Suzuki,Wagon R Fz,Safety,2018,Automatic,Hatchback,Petrol,650.0,84169.0
12690000.0,Toyota,Premio,G Superior,2016,Automatic,Hatchback,Petrol,1500.0,157825.0
8950000.0,Honda,Fit,Unknown,2016,Automatic,Hatchback,Hybrid,1490.0,109286.0
11500000.0,Toyota,Prius,3Rd Gen,2014,Automatic,Saloon,Hybrid,1800.0,254000.0
5990000.0,Hyundai,Grand I10,Unknown,2018,Automatic,Hatchback,Petrol,998.0,72505.0
7300000.0,Toyota,Aqua,2013,2013,Automatic,Hatchback,Hybrid,1500.0,153000.0
11300000.0,Toyota,Hilux,G Grade,2005,Automatic,Suv / 4X4,Diesel,3000.0,168000.0
13090000.0,Jeep,Compass,Longitude,2019,Automatic,Station Wagon,Petrol,1368.0,63000.0
12500000.0,Lexus,Hs250H,Premium Anf10,2009,Automatic,Saloon,Hybrid,2494.0,160000.0
14500000.0,Bmw,225Xe,Unknown,2018,Automatic,Hatchback,Petrol,1500.0,89000.0
1300000.0,Tata,Nano,Tata,2011,Manual,Hatchback,Petrol,660.0,230000.0
10800000.0,Hyundai,Santa Fe,Unknown,2014,Automatic,Unknown,Diesel,2199.0,164600.0
1350000.0,Daihatsu,Mira,Mira,1990,Manual,Hatchback,Petrol,650.0,176920.0
31000000.0,Audi,Q7,45 Tfsi Quattro,2015,Automatic,Suv / 4X4,Petrol,3000.0,71500.0
1950000.0,Suzuki,Maruti,Unknown,2015,Manual,Saloon,Petrol,800.0,100000.0
2900000.0,Tata,Indica,Unknown,2014,Manual,Unknown,Petrol,1193.0,78000.0
8500000.0,Suzuki,Grand Vitara,2012,2012,Automatic,Suv / 4X4,Petrol,2000.0,130000.0
6650000.0,Suzuki,Wagon R Fz,Safety 55000Km,2017,Automatic,Hatchback,Hybrid,650.0,55000.0
7200000.0,Toyota,Prius,2007,2007,Automatic,Saloon,Petrol,1500.0,146000.0
7050000.0,Suzuki,Wagon R Stingray,Unknown,2018,Automatic,Hatchback,Petrol,660.0,83500.0
34000000.0,Toyota,Land Cruiser Prado,Trj150 Txl 6 Fwd 1St,2016,Automatic,Suv / 4X4,Petrol,2700.0,215000.0
15000000.0,Audi,A6,Unknown,2012,Automatic,Saloon,Petrol,2000.0,105000.0
8300000.0,Toyota,Prius,3Rd Gen,2010,Automatic,Saloon,Hybrid,1790.0,242000.0
4200000.0,Suzuki,Swift,Center Antenna,2004,Automatic,Hatchback,Petrol,1300.0,140000.0
9000000.0,Honda,Vezel,Orange Package,2014,Automatic,Suv / 4X4,Hybrid,1500.0,170000.0
13500000.0,Audi,Q2,Audi Q2,2018,Tiptronic,Suv / 4X4,Petrol,1000.0,60000.0
5650000.0,Toyota,Fielder,Unknown,2011,Automatic,Station Wagon,Petrol,1490.0,143000.0
5800000.0,Toyota,Vitz,2007,2007,Automatic,Hatchback,Petrol,1000.0,84000.0
13990000.0,Mitsubishi,Eclipse Cross,Unknown,2018,Automatic,Station Wagon,Petrol,1500.0,50000.0
10500000.0,Toyota,Prius,2013,2013,Automatic,Station Wagon,Petrol,1800.0,220000.0
8900000.0,Toyota,Axio,G Grade,2014,Automatic,Saloon,Petrol,1490.0,176000.0
12590000.0,Audi,Q2,1L Turbo,2018,Automatic,Hatchback,Petrol,1000.0,70000.0
31000000.0,Bmw,530I,M Sport Individual,2017,Automatic,Saloon,Petrol,2000.0,56000.0
11800000.0,Suzuki,Swift,Mz,2024,Automatic,Hatchback,Hybrid,1200.0,19000.0
7800000.0,Toyota,Roomy,Custom Gs Grade,2017,Automatic,Mpv,Petrol,990.0,175000.0
3690000.0,Suzuki,Alto,800 Lxi,2016,Manual,Hatchback,Petrol,800.0,127000.0
9750000.0,Toyota,Yaris,X Grade,2023,Automatic,Hatchback,Petrol,1000.0,9000.0
13500000.0,Audi,A3,Unknown,2017,Automatic,Hatchback,Petrol,1000.0,95000.0
28500000.0,Bmw,740I,M Sport,2015,Automatic,Saloon,Hybrid,3000.0,86000.0
13975000.0,Mitsubishi,Montero,Sport,2011,Automatic,Unknown,Diesel,2500.0,157410.0
12650000.0,Toyota,Raize,Z Grade,2021,Tiptronic,Suv / 4X4,Petrol,1000.0,15000.0
20850000.0,Audi,A3,S Line,2023,Automatic,Saloon,Petrol,1000.0,10000.0
5900000.0,Kia,Picanto,Kia,2016,Automatic,Hatchback,Petrol,1000.0,43500.0
11300000.0,Toyota,Axio,Toyota Axio Hybrid,2016,Automatic,Saloon,Hybrid,1490.0,172000.0
14800000.0,Mitsubishi,Montero,Sport,2012,Tiptronic,Suv / 4X4,Diesel,2500.0,184000.0
8600000.0,Honda,Vezel,Unknown,2014,Automatic,Suv / 4X4,Hybrid,1490.0,137000.0
7150000.0,Mazda,Axela,2009,2009,Tiptronic,Saloon,Petrol,1500.0,164000.0
11350000.0,Honda,Grace,Rs Full Option,2017,Automatic,Saloon,Hybrid,1490.0,107000.0
69500000.0,Toyota,Land Cruiser Sahara,V8 Vx Diesel,2018,Automatic,Suv / 4X4,Diesel,4461.0,80000.0
9290000.0,Honda,Grace,Rs Full Option,2014,Automatic,Saloon,Hybrid,1490.0,78100.0
13590000.0,Toyota,Chr,Ngx10 Bodykit,2018,Automatic,Suv / 4X4,Petrol,1190.0,101900.0
43950000.0,Land Rover,Range Rover Velar,Premium R Dynamic,2018,Automatic,Suv / 4X4,Petrol,2000.0,45000.0
6100000.0,Nissan,Double Cab,D21,1996,Manual,Unknown,Diesel,2660.0,253000.0
3150000.0,Suzuki,Alto,Lxi,2011,Manual,Hatchback,Petrol,800.0,109000.0
5650000.0,Mahindra,Kuv 100,Unknown,2020,Manual,Suv / 4X4,Petrol,1200.0,91000.0
12000000.0,Honda,Civic,Tech Pack,2018,Automatic,Hatchback,Petrol,1000.0,78000.0
1850000.0,Mazda,Astina,1992,1992,Manual,Saloon,Petrol,1500.0,55000.0
8000000.0,Toyota,Vitz,Edition 2,2019,Automatic,Hatchback,Petrol,1000.0,49000.0
33500000.0,Mercedes Benz,C200,Amg Premium Plus,2019,Tiptronic,Saloon,Petrol,1498.0,13800.0
13500000.0,Audi,Q2,Unknown,2018,Automatic,Suv / 4X4,Petrol,1000.0,158000.0
3690000.0,Mazda,Familia,Mazda,2002,Automatic,Saloon,Petrol,1500.0,199000.0
8300000.0,Ford,Ranger,2011,2011,Manual,Hatchback,Diesel,2500.0,182000.0
12850000.0,Honda,Civic,Honda Civic Ex,2017,Automatic,Hatchback,Petrol,1000.0,69000.0
8650000.0,Toyota,Roomy,X,2023,Automatic,Hatchback,Petrol,1000.0,24805.0
8650000.0,Dfsk,Glory,Unknown,2021,Automatic,Suv / 4X4,Petrol,1498.0,18000.0
10500000.0,Mitsubishi,Eclipse Cross,Unknown,2023,Automatic,Suv / 4X4,Petrol,1500.0,17000.0
7350000.0,Toyota,Aqua,Unknown,2014,Automatic,Hatchback,Hybrid,1500.0,106000.0
9850000.0,Toyota,Axio,Hybrid G,2015,Automatic,Saloon,Hybrid,1500.0,231000.0
16750000.0,Toyota,Premio,G Superior New Face,2019,Automatic,Saloon,Petrol,1500.0,89000.0
33500000.0,Toyota,Land Cruiser Prado,Trj150 Tx L 2Nd Owne,2016,Automatic,Suv / 4X4,Petrol,2700.0,200000.0
22000000.0,Mitsubishi,Montero,Glx,2013,Automatic,Suv / 4X4,Diesel,3200.0,116000.0
6000000.0,Suzuki,Hustler,J Style,2015,Automatic,Hatchback,Petrol,650.0,74000.0
